Job Title,Company Name,Location,Job Link,Experience Required
Equity Research Analyst,Augment Jobs,"Austin, TX",https://www.linkedin.com/jobs/view/equity-research-analyst-at-augment-jobs-4007552689?position=50&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=5wnVGjY%2Fes11dwjYCTyTuw%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Title: Equity Research Analyst

Job Summary

The Equity Research Analyst is responsible for analyzing and evaluating public companies' financial data, market trends, and economic conditions to provide investment recommendations. This role involves preparing detailed research reports, building financial models, and offering insights into investment opportunities in specific sectors or industries. The Equity Research Analyst helps investors make informed decisions by providing comprehensive and accurate analysis.







"
Supply Chain Analyst,Western Digital,"Milpitas, CA",https://www.linkedin.com/jobs/view/supply-chain-analyst-at-western-digital-4008848557?position=51&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=E86TBRrGkF966yI0lFYLBA%3D%3D&trk=public_jobs_jserp-result_search-card,"Salary Range: 70,465.00-99,800.00

Company Description

At Western Digital, our vision is to power global innovation and push the boundaries of technology to make what you thought was once impossible, possible.

At our core, Western Digital is a company of problem solvers. People achieve extraordinary things given the right technology. For decades, we’ve been doing just that. Our technology helped people put a man on the moon.

We are a key partner to some of the largest and highest growth organizations in the world. From energizing the most competitive gaming platforms, to enabling systems to make cities safer and cars smarter and more connected, to powering the data centers behind many of the world’s biggest companies and public cloud, Western Digital is fueling a brighter, smarter future.

Binge-watch any shows, use social media or shop online lately? You’ll find Western Digital supporting the storage infrastructure behind many of these platforms. And, that flash memory card that captures and preserves your most precious moments? That’s us, too.

We offer an expansive portfolio of technologies, storage devices and platforms for business and consumers alike. Our data-centric solutions are comprised of the Western Digital®, G-Technology™, SanDisk® and WD® brands.

Today’s exceptional challenges require your unique skills. It’s You & Western Digital. Together, we’re the next BIG thing in data.



ESSENTIAL DUTIES AND RESPONSIBILITIES









Western Digital is committed to providing equal opportunities to all applicants and employees and will not discriminate based on their race, color, ancestry, religion (including religious dress and grooming standards), sex (including pregnancy, childbirth or related medical conditions, breastfeeding or related medical conditions), gender (including a person’s gender identity, gender expression, and gender-related appearance and behavior, whether or not stereotypically associated with the person’s assigned sex at birth), age, national origin, sexual orientation, medical condition, marital status (including domestic partnership status), physical disability, mental disability, medical condition, genetic information, protected medical and family care leave, Civil Air Patrol status, military and veteran status, or other legally protected characteristics. We also prohibit harassment of any individual on any of the characteristics listed above. Our non-discrimination policy applies to all aspects of employment. We comply with the laws and regulations set forth in the Equal Employment Opportunity is the Law poster.

Western Digital thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.

Western Digital is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@wdc.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.

Based on our experience, we anticipate this job will close on or before . If we have not closed our search by this date, we will update this posting with a new anticipated close date.

"
Business Insights Analyst (Remote),The Krazy Coupon Lady,"Indiana, United States",https://www.linkedin.com/jobs/view/business-insights-analyst-remote-at-the-krazy-coupon-lady-4007890112?position=52&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=GpWpiuTunAj3JKq23BkCrw%3D%3D&trk=public_jobs_jserp-result_search-card,"The Krazy Coupon Lady (KCL) is a female-founder-owned publisher on a mission to be a shopping non-negotiable, unapologetically helping our readers maximize their money, and seize the deal. Our team of shopping experts curates and hand-tests nearly a thousand deals per week, so there is always something new to discover each time you visit our website, app, and your inbox.

All team-wide meetings are scheduled to be inclusive of U.S. time zones.

KCL is building an industry-leading data ecosystem that drives insight generation and operational efficiencies. We are looking for a hands-on, motivated analyst to join our team. You’ll play a key role in enabling data-driven decision-making across the organization by providing insights, dashboards and regular performance updates.

As a Business Insights Analyst, you will work closely with stakeholders across KCL to turn our data into actionable insights. Leveraging tools and skills like SQL, Looker, and Google Sheets, you will transform complex data into concise and clear takeaways. Strong storytelling and communication skills are a must. Our ideal candidate must have a passion for supporting teams, solving business problems using data, and making complex, technical ideas accessible.

With several daily reports due before noon Mountain Time each day, an early start, no later than 7am MT is required for this position.
















With our roots in Boise, ID, we’ve grown into a remote company with employees located across the United States. We’re a team focused on hard work, humility, and transparency. We believe in the power of community and the magic of friendship that created KCL so, for us, everything we do is people-first.

KCL values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. KCL is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. By completing that application process, someone from our organization will reach out to you to learn more.

KCL participates in E-Verify:Notice of Participation in E-Verify (Notice in Spanish);Notice of Right To Work: E-Verify (Notice in Spanish)
"
Data Analyst,Microsoft,"Arkansas, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007895594?position=53&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=kZgXFuvg4gRcGs5k18iWZw%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Data Analyst,Microsoft,"Washington, DC",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007895602?position=54&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=%2FoJeLNMUG4FaCX4TNfvxkg%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Data Analyst,Coders Data,"Boston, MA",https://www.linkedin.com/jobs/view/data-analyst-at-coders-data-4008834896?position=55&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=gZWNPCLJ7lr9EfF1nTzy0g%3D%3D&trk=public_jobs_jserp-result_search-card,"The ideal candidate will use their passion for big data and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for business users.
Responsibilities
Understand the day-to-day issues that our business faces, which can be better understood with data


"
Data Analyst,Microsoft,"South Dakota, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007893980?position=56&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=s3%2BJWe%2BcAkCuWcTM%2FkLeiw%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Data Analyst,Microsoft,"Tennessee, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007895597?position=57&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=3MenlWgNd10Tg3pXz6elTQ%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Investment Analyst - 25141,"Daley And Associates, LLC.","Boston, MA",https://www.linkedin.com/jobs/view/investment-analyst-25141-at-daley-and-associates-llc-4007892199?position=58&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=F%2BO1LbetUX0B4Y%2FwomVW9w%3D%3D&trk=public_jobs_jserp-result_search-card,"Investment Analyst (Hybrid)

A successful Boston-based investment firm is actively seeking an Investment Analyst to join their private credit branch. This person will be responsible for supporting the growth of the private credit practice within the firm. This is a hybrid role that is offering a strong compensation package with a lot of room for growth, if you’re interested please keep reading.









This is a full-time opportunity that is offering a hybrid work schedule, a strong compensation package (base+bonus) and a lot of room for career development in the private credit space. If you’re interested in the Investment Analyst role, please submit your resume to Hali Siegel at Hsiegel@daleyaa.com.

"
"Analyst/Sr Analyst, Digital Experimentation",American Airlines,"Dallas, TX",https://www.linkedin.com/jobs/view/analyst-sr-analyst-digital-experimentation-at-american-airlines-4005678770?position=59&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=U6%2BIdrOzGycBoVOF2vg4gQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Intro

Are you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board!Are you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board!







As noted above, this list is intended to reflect the current job but there may be additional essential functions (and certainly non-essential job functions) that are not referenced. Management will modify the job or require other tasks be performed whenever it is deemed appropriate to do so, observing, of course, any legal obligations including any collective bargaining obligations.








Feel free to take advantage of all that American Airlines has to offer:





From the team members we hire to the customers we serve, inclusion and diversity are the foundation of the dynamic workforce at American Airlines. Our 20+ Employee Business Resource Groups are focused on connecting our team members to our customers, suppliers, communities and shareholders, helping team members reach their full potential and creating an inclusive work environment to meet and exceed the needs of our diverse world.

Are you ready to feel a tremendous sense of pride and satisfaction as you do your part to keep the largest airline in the world running smoothly as we care for people on life’s journey? Feel free to be yourself at American.
"
